Name,Comment,Time,Likes,Reply Count
Adalkar Ratnakar,Diamnd do,2021-04-04T08:04:50Z,2,0
sam,Op,2021-04-04T08:04:49Z,2,0
Carry fan,Ajju bhai ❤,2021-04-04T08:04:49Z,5,0
mrityunjay Singh,Hello bhai Ajju bhai,2021-04-04T08:04:48Z,2,0
Koushik Mittu,huff,2021-04-04T08:04:46Z,0,0
GAMEASE,Guys abhi abhi 695 complete hua 🔥<br />ab bs 700 krado😍😍,2021-04-04T08:04:46Z,35,1
suma teli,Big fan,2021-04-04T08:04:46Z,1,0
himanshi sharma,First,2021-04-04T08:04:45Z,2,0
Kunal Meshram,Ajiu Bhai❤️❤️,2021-04-04T08:04:45Z,13,0
Raju ahmed,Bro,2021-04-04T08:04:45Z,0,0
Altaf Hussain,Hlo ajju bhai,2021-04-04T08:04:45Z,2,0
ztm.gamer.288 ztm.gamer.288,आातकालीन,2021-04-04T08:04:45Z,0,0
Mamta Meena,Nice,2021-04-04T08:04:44Z,0,0
monster rocky,Bhai girlfriend na dhoca da diya😭😭,2021-04-04T08:04:44Z,2,1
Mayur landge 9th A Roll no.26,hi,2021-04-04T08:04:44Z,1,0
Mashal Games,Sala nobbda,2021-04-04T08:04:44Z,1,0
pummy kafley,hi,2021-04-04T08:04:44Z,0,0
annu agarwal,Op,2021-04-04T08:04:43Z,2,0
TWISTER LIVE,First😊,2021-04-04T08:04:43Z,1,0
Sadhu Annapurna,I am not first,2021-04-04T08:04:43Z,1,0
HITANSHU FF,Mota bhai raid me maja aagaya,2021-04-04T08:04:42Z,2,1
shrabana ghosh,Hi,2021-04-04T08:04:42Z,0,0
Legand Gaming,Opppp,2021-04-04T08:04:42Z,0,0
aman gaming,Aggu bhai dam ho to mara ka 1 vs 1 kar ka dikao,2021-04-04T08:04:41Z,0,0
Soudamini Neti,Love from mavi,2021-04-04T08:04:41Z,1,0
Gurbaksh Singh Gurbaksh Singh,I love you sir ji,2021-04-04T08:04:40Z,1,0
Sana,Op,2021-04-04T08:04:40Z,1,0
Vidhi Vikas Bohara,Mota bhai raid op in the chat,2021-04-04T08:04:40Z,2,0
ADITYA FF,1st😂😂,2021-04-04T08:04:40Z,5,0
Raju ahmed,Hi,2021-04-04T08:04:40Z,0,0
madhumita jana,Ajjubhai M1014 nikallo,2021-04-04T08:04:40Z,1,0
Rohit Sharma,Hi,2021-04-04T08:04:39Z,0,0
Debendra Sahoo,Kicalo,2021-04-04T08:04:39Z,0,0
Gursewak Singh,1st comment plz like,2021-04-04T08:04:39Z,0,0
amit bhai,Hello first comment mera hai,2021-04-04T08:04:38Z,0,0
suma teli,Ajju bhai,2021-04-04T08:04:38Z,1,0
venku gaming,Hi,2021-04-04T08:04:38Z,0,0
Apon Gaming FF,HI,2021-04-04T08:04:37Z,0,0
Navjeet Gaming,Yes ajju bhai nikal lo,2021-04-04T08:04:37Z,0,0
Akshat Shukla,Hello ajju bhai please reply bro,2021-04-04T08:04:37Z,0,0
Legend,First comment,2021-04-04T08:04:37Z,0,0
Game zone,Good bye,2021-04-04T08:04:36Z,1,0
Sana,Hi,2021-04-04T08:04:36Z,0,0
D.A geming,Hi,2021-04-04T08:04:36Z,0,0
Mayank YT,First comment ❤️,2021-04-04T08:04:36Z,2,0
Mr Manish Seth,Bhai likh diya mota bhai red,2021-04-04T08:04:35Z,0,0
FF Turi gang,Hi,2021-04-04T08:04:34Z,1,0
The AG gamers,Ok bye bye,2021-04-04T08:04:34Z,1,0
Maiyat kabir,Who is total gaming fan like pls,2021-04-04T08:04:34Z,1,0
Mukesh Kumar,Hi bhai,2021-04-04T08:04:33Z,1,0
GAMEASE,Guys abhi abhi 695 complete hua 🔥<br />ab bs 700 krado😍😍,2021-04-04T08:04:33Z,5,0
GW sahil,first,2021-04-04T08:04:33Z,1,0
NoobGamer - YB,❤️,2021-04-04T08:04:33Z,2,0
SAYED SHAMIM,Fist comment,2021-04-04T08:04:32Z,0,0
Ratul Shek,Ajju vai..,2021-04-04T08:04:30Z,1,0
Doraemon,Mota bhai raid,2021-04-04T08:04:30Z,3,0
Gurbaksh Singh Gurbaksh Singh,1 comment,2021-04-04T08:04:29Z,0,0
Savita Raskar,Diamond dedo,2021-04-04T08:04:29Z,0,0
Vidhi Vikas Bohara,Love from uganda,2021-04-04T08:04:28Z,2,1
GW sahil,hi,2021-04-04T08:04:27Z,1,0
Gursewak Singh,Hlo,2021-04-04T08:04:26Z,0,0
Akash Kushvaha,Hii,2021-04-04T08:04:25Z,1,0
MINAL SARANG,Op,2021-04-04T08:04:25Z,1,0
SAMIM SARKER FF,Lol,2021-04-04T08:04:23Z,1,0
Doraemon,Bol diya,2021-04-04T08:04:23Z,0,0
DS Gamer,Hello,2021-04-04T08:04:20Z,0,0
Gurbaksh Singh Gurbaksh Singh,Hi,2021-04-04T08:04:20Z,0,0
R_A_G_H_U FF,Hi,2021-04-04T08:04:17Z,3,0
Doraemon,Done,2021-04-04T08:04:16Z,0,0
FF Turi gang,Chale gaye,2021-04-04T08:04:15Z,0,0
Duwakot Gamer,Hi,2021-04-04T08:04:14Z,1,0
Stunning Boy,Hello,2021-04-04T08:04:12Z,2,0
jatin patidar,Hy,2021-04-04T08:04:11Z,0,1
